Avg sleep time,Avg study time,Avg video game time,BMI,In a relationship,Family financial status,GPA,Laptop brand,TOEIC grade,IQ,Grade
3,2,11,25.0,No,high,2.0,Razer,825,114,60~80
8,5,3,30.0,No,average,2.9000000000000004,Asus,840,116,80+
7,3,1,34.0,No,high,3.4000000000000004,Apple,570,106,80+
6,7,7,25.0,No,average,3.0,Apple,625,114,60-
5,3,12,20.0,Yes,high,2.9000000000000004,HP,550,117,60-
8,2,2,24.0,Yes,average,4.2,Leveno,300,126,80+
8,6,6,32.0,Yes,high,4.1000000000000005,Others,155,118,80+
9,6,10,28.0,Yes,high,2.6,Leveno,480,100,60-
7,2,9,22.0,No,high,4.0,MSI,455,145,80+
10,3,2,32.0,No,low,3.7,Asus,395,122,80+
8,3,2,28.0,No,high,1.8,Microsoft,550,124,60~80
7,5,1,23.0,Yes,low,2.5,MSI,475,112,80+
9,8,0,32.0,No,high,3.9000000000000004,Razer,435,110,80+
7,6,8,26.0,No,low,4.3,Razer,360,120,80+
4,2,3,23.0,Yes,average,4.0,Dell,395,100,80+
5,4,2,19.0,Yes,average,3.4000000000000004,Microsoft,795,116,80+
8,2,6,27.0,No,average,2.4000000000000004,HP,150,117,60-
10,3,11,19.0,Yes,high,2.6,Razer,480,118,60-
5,5,6,24.0,Yes,high,2.5,Acer,0,129,60-
9,5,7,22.0,Yes,high,2.4000000000000004,HP,570,129,60-
8,6,0,22.0,No,average,2.7,Acer,500,149,60-
6,6,2,29.0,No,average,2.0,Acer,215,139,80+
8,3,3,33.0,Yes,average,4.2,Apple,345,102,80+
6,8,12,29.0,Yes,average,2.5,Leveno,430,107,60-
7,12,12,20.0,No,high,2.2,Leveno,255,142,60-
8,3,1,19.0,Yes,high,3.4000000000000004,Dell,935,130,60-
5,6,0,29.0,No,low,3.8000000000000003,Razer,560,121,80+
7,6,1,23.0,No,average,1.8,Dell,595,111,80+
7,3,3,19.0,No,average,3.4000000000000004,Apple,55,125,80+
12,3,13,30.0,Yes,average,3.0,MSI,195,112,60-
6,3,2,33.0,No,high,2.5,HP,485,112,80+
8,6,5,32.0,Yes,low,2.0,Apple,620,102,60-
8,2,2,28.0,Yes,average,3.4000000000000004,Others,495,124,80+
8,1,0,28.0,Yes,average,1.8,Others,305,100,60-
9,3,13,33.0,No,high,4.3,MSI,575,103,80+
9,6,2,29.0,No,high,3.8000000000000003,Razer,330,148,80+
6,4,8,22.0,Yes,high,1.9000000000000001,Others,0,131,60-
8,5,2,22.0,No,high,3.9000000000000004,Others,425,115,80+
7,3,0,29.0,Yes,high,3.3000000000000003,Leveno,450,129,60-
7,6,2,33.0,No,low,2.7,Asus,550,107,80+
8,2,4,32.0,Yes,average,2.6,Leveno,520,143,60~80
7,4,6,27.0,Yes,average,3.6,Apple,130,127,60-
6,5,2,19.0,Yes,high,1.9000000000000001,Acer,335,110,60-
8,2,0,33.0,No,low,2.6,Apple,410,146,80+
8,5,2,22.0,Yes,average,2.4000000000000004,Microsoft,620,145,80+
4,3,2,30.0,No,average,4.3,Apple,475,126,80+
7,12,4,24.0,Yes,high,2.0,Microsoft,445,144,60~80
7,5,5,21.0,Yes,high,2.8000000000000003,HP,80,109,60-
9,5,5,35.0,No,average,2.9000000000000004,Leveno,595,112,60-
6,5,6,20.0,No,high,3.3000000000000003,Microsoft,710,134,60~80
9,3,4,22.0,No,average,4.0,Leveno,535,120,80+
5,5,11,21.0,Yes,low,2.2,Razer,950,120,60~80
7,8,3,27.0,Yes,average,3.6,Dell,920,132,60~80
5,7,0,23.0,No,high,2.8000000000000003,Others,415,130,60-
9,5,0,23.0,Yes,high,2.5,Dell,310,124,60-
6,12,3,34.0,Yes,low,2.7,Dell,765,139,80+
6,3,6,24.0,Yes,low,3.8000000000000003,Asus,260,113,80+
6,7,10,23.0,Yes,low,2.5,Leveno,415,118,60-
8,7,1,34.0,Yes,low,1.8,Acer,445,143,60~80
7,6,12,21.0,Yes,low,3.6,Asus,240,131,60-
7,3,0,21.0,No,low,2.2,Apple,270,101,80+
10,5,11,22.0,Yes,average,3.8000000000000003,Others,605,104,80+
6,5,0,28.0,Yes,low,4.1000000000000005,Razer,365,128,80+
6,3,8,32.0,Yes,average,1.8,Asus,265,171,80+
6,5,4,28.0,No,average,2.7,HP,200,131,60-
8,2,2,21.0,No,high,4.0,Dell,595,130,80+
4,3,12,34.0,Yes,average,3.3000000000000003,Microsoft,740,123,60-
9,3,2,25.0,Yes,high,4.3,HP,885,119,80+
6,8,9,33.0,Yes,low,2.2,Microsoft,565,120,60-
6,3,0,23.0,Yes,low,3.5,Apple,695,126,60-
7,2,9,30.0,Yes,average,2.1,Acer,390,108,60-
5,8,8,28.0,No,low,1.9000000000000001,HP,595,126,80+
3,7,2,19.0,Yes,low,4.1000000000000005,Microsoft,225,141,80+
8,5,2,33.0,No,low,1.8,Microsoft,350,118,60-
8,3,0,35.0,Yes,low,2.1,Microsoft,910,110,60-
7,2,2,24.0,Yes,high,3.0,Microsoft,575,105,60~80
7,4,1,21.0,No,high,3.4000000000000004,Acer,550,119,60-
10,2,13,29.0,No,average,2.7,Razer,265,144,60-
7,3,12,27.0,Yes,low,4.3,HP,585,117,80+
7,3,11,34.0,No,low,2.6,Asus,990,127,60-
8,3,2,30.0,Yes,high,3.6,Razer,0,142,60~80
7,6,0,29.0,Yes,high,3.4000000000000004,Dell,260,102,60~80
5,3,0,22.0,No,average,2.7,Microsoft,625,109,80+
6,3,9,21.0,Yes,low,3.2,Asus,160,112,60-
8,5,0,25.0,No,low,2.8000000000000003,HP,675,135,80+
8,2,5,25.0,No,high,2.6,MSI,110,115,60-
3,6,0,35.0,No,high,3.8000000000000003,Microsoft,645,144,80+
5,1,11,20.0,Yes,high,3.0,Acer,695,112,60-
7,8,2,23.0,Yes,average,3.5,Microsoft,50,120,60-
9,5,3,34.0,Yes,low,3.1,Dell,575,142,80+
9,4,1,32.0,Yes,average,2.4000000000000004,Razer,610,123,60-
7,4,9,30.0,No,low,2.5,MSI,600,114,60-
6,3,7,22.0,No,high,1.9000000000000001,MSI,170,120,60-
8,5,0,34.0,Yes,low,4.1000000000000005,Acer,460,118,80+
7,3,6,23.0,Yes,average,2.4000000000000004,HP,470,156,80+
7,4,2,29.0,No,average,3.2,HP,360,128,60~80
9,2,4,19.0,Yes,low,3.4000000000000004,Leveno,305,108,80+
6,2,3,22.0,No,low,3.9000000000000004,Razer,645,104,80+
8,3,2,28.0,Yes,low,3.4000000000000004,HP,230,101,80+
7,3,3,20.0,No,average,1.8,Dell,525,112,60~80
7,7,3,28.0,Yes,average,3.1,Others,870,105,80+
6,5,12,19.0,Yes,high,4.2,Asus,895,124,80+
8,4,2,25.0,No,low,3.0,Leveno,680,129,80+
6,3,0,26.0,Yes,average,3.7,Dell,300,101,80+
6,3,0,22.0,No,average,2.4000000000000004,HP,660,149,60-
9,6,8,34.0,Yes,high,3.9000000000000004,Razer,385,111,80+
7,6,0,32.0,No,average,3.9000000000000004,MSI,695,106,80+
8,3,3,19.0,No,low,3.7,Others,340,130,80+
7,2,12,24.0,No,average,3.3000000000000003,Leveno,665,158,80+
8,3,0,26.0,Yes,average,2.3000000000000003,Microsoft,25,138,80+
7,4,7,30.0,Yes,average,4.3,Razer,230,109,80+
7,3,2,29.0,Yes,low,2.1,Asus,510,134,60~80
8,11,0,24.0,Yes,average,4.0,HP,515,117,80+
7,6,0,31.0,Yes,low,2.6,Apple,805,105,60~80
3,6,0,32.0,No,average,4.0,Acer,840,149,80+
7,5,3,29.0,No,low,3.5,Razer,805,107,60~80
5,5,0,35.0,No,high,2.9000000000000004,Dell,230,119,80+
6,6,12,27.0,No,average,2.3000000000000003,Microsoft,565,128,80+
7,5,11,34.0,No,average,2.4000000000000004,Apple,520,137,60~80
5,6,2,26.0,No,high,3.9000000000000004,Others,485,111,80+
3,4,2,19.0,No,low,4.3,MSI,990,173,80+
10,2,3,30.0,Yes,low,1.8,Microsoft,355,134,60~80
12,2,13,28.0,No,low,3.0,HP,855,126,60-
7,3,6,27.0,No,low,1.8,Leveno,450,141,60-
8,2,10,27.0,Yes,low,3.7,Apple,225,128,80+
6,3,6,19.0,Yes,high,3.9000000000000004,Dell,320,166,80+
9,4,9,28.0,No,high,2.0,Leveno,515,111,60-
6,5,1,27.0,No,high,2.4000000000000004,Acer,990,112,80+
6,4,13,21.0,Yes,low,2.9000000000000004,Acer,615,131,60-
7,4,11,31.0,No,average,3.8000000000000003,HP,525,116,80+
7,3,0,25.0,Yes,low,1.8,Acer,730,116,60~80
8,2,1,35.0,Yes,high,2.2,Others,630,131,80+
6,5,1,30.0,Yes,average,3.1,Others,185,113,60~80
11,7,5,26.0,Yes,average,2.0,HP,105,107,60-
6,3,2,31.0,No,average,2.6,Asus,800,143,60~80
7,14,4,26.0,Yes,low,1.9000000000000001,Others,790,110,80+
8,2,1,35.0,No,low,2.7,MSI,520,111,80+
4,7,13,35.0,No,average,2.3000000000000003,Acer,565,142,60~80
10,10,1,28.0,Yes,high,4.2,MSI,460,137,80+
5,5,2,34.0,Yes,average,4.0,Asus,535,120,80+
5,4,2,25.0,No,high,4.1000000000000005,MSI,510,124,80+
8,4,13,34.0,Yes,average,2.1,Others,400,129,60-
8,2,1,28.0,No,average,2.6,Apple,575,108,60~80
7,2,0,19.0,No,high,3.8000000000000003,Acer,785,101,80+
5,6,12,23.0,Yes,high,2.0,Dell,195,142,60-
7,5,2,20.0,Yes,high,2.8000000000000003,Leveno,355,126,60-
8,6,3,21.0,No,average,4.3,Microsoft,435,141,80+
7,4,0,19.0,No,high,2.4000000000000004,Asus,535,103,80+
5,2,3,25.0,No,high,3.8000000000000003,Razer,670,131,80+
10,2,5,23.0,Yes,low,4.1000000000000005,Asus,360,134,80+
6,8,3,26.0,No,average,2.7,Leveno,520,131,60-
7,4,2,25.0,No,high,3.9000000000000004,Others,845,136,80+
7,6,1,35.0,No,average,3.6,MSI,580,128,80+
4,3,0,26.0,No,average,2.8000000000000003,Leveno,300,146,80+
7,6,3,27.0,No,high,3.2,Others,790,145,60-
8,8,0,20.0,No,average,4.2,Apple,605,146,80+
3,5,13,27.0,Yes,high,2.1,Dell,525,113,60-
7,5,0,34.0,Yes,low,2.9000000000000004,HP,560,143,60-
4,1,13,30.0,No,high,3.4000000000000004,Leveno,635,123,60-
6,5,9,26.0,No,high,2.1,MSI,420,113,80+
3,2,0,33.0,Yes,high,4.0,Razer,340,115,80+
6,4,3,26.0,Yes,low,2.5,Acer,810,105,60~80
7,4,3,19.0,Yes,average,2.3000000000000003,MSI,0,120,80+
3,7,0,29.0,Yes,high,3.4000000000000004,Acer,490,113,60-
10,4,6,20.0,No,high,1.8,Asus,55,116,60-
8,3,2,31.0,Yes,high,3.9000000000000004,Razer,560,126,80+
6,3,1,24.0,Yes,low,2.1,Others,925,138,60~80
7,5,4,25.0,No,high,2.4000000000000004,Asus,645,111,60-
8,3,7,21.0,No,low,2.8000000000000003,Razer,225,128,60-
7,3,11,20.0,No,average,3.9000000000000004,Others,210,145,80+
6,12,5,34.0,No,average,3.6,HP,250,149,60-
8,12,6,27.0,Yes,high,2.1,Razer,465,117,60-
4,6,5,27.0,No,low,3.1,Asus,325,114,60~80
7,5,3,32.0,Yes,low,3.9000000000000004,Leveno,150,111,80+
6,6,2,34.0,No,high,2.4000000000000004,Leveno,660,147,80+
6,4,1,28.0,Yes,high,3.5,HP,375,112,80+
7,3,11,35.0,No,high,3.4000000000000004,Razer,825,140,60-
7,5,11,25.0,Yes,low,3.7,Apple,735,136,80+
6,6,12,32.0,No,high,3.8000000000000003,Leveno,350,136,80+
8,7,3,29.0,No,high,2.6,Leveno,630,134,60~80
8,4,6,22.0,No,high,2.9000000000000004,Asus,700,106,60-
6,2,5,24.0,No,low,2.4000000000000004,Others,310,109,60-
10,5,1,24.0,No,average,3.8000000000000003,MSI,325,138,80+
5,3,3,21.0,No,low,2.1,Acer,580,135,60~80
6,3,8,26.0,Yes,average,2.8000000000000003,Acer,240,125,60-
6,2,7,22.0,No,low,2.4000000000000004,Razer,565,123,60-
5,7,2,34.0,No,low,3.4000000000000004,HP,780,137,80+
7,3,7,35.0,No,average,1.9000000000000001,Dell,350,124,60-
6,4,2,33.0,No,low,3.8000000000000003,Dell,155,132,80+
6,3,1,27.0,No,low,2.7,Razer,380,130,80+
8,4,5,31.0,Yes,average,4.3,HP,510,145,80+
9,9,2,31.0,No,average,4.1000000000000005,MSI,365,102,80+
8,3,1,19.0,Yes,low,3.5,Others,295,125,60-
9,2,5,22.0,No,high,1.9000000000000001,Dell,990,122,60-
7,3,3,30.0,Yes,high,3.9000000000000004,Acer,245,149,80+
9,3,8,20.0,No,average,2.7,Acer,90,143,60-
8,13,3,33.0,No,average,3.3000000000000003,MSI,880,122,60~80
7,10,4,35.0,No,high,3.5,Apple,145,114,80+
7,4,13,22.0,Yes,high,4.2,Microsoft,370,101,80+
7,3,1,21.0,Yes,low,1.9000000000000001,HP,805,104,60~80
9,2,0,20.0,Yes,high,1.8,Apple,575,128,80+
6,1,7,19.0,No,high,3.9000000000000004,Apple,385,124,80+
8,3,3,21.0,Yes,low,2.0,Asus,425,144,80+
8,3,11,23.0,Yes,low,3.2,Others,435,141,60-
6,6,3,28.0,No,low,3.9000000000000004,Acer,270,105,80+
5,2,2,34.0,No,high,2.4000000000000004,Microsoft,990,100,60~80
6,8,7,21.0,No,high,2.8000000000000003,Dell,150,124,80+
6,3,0,32.0,Yes,average,3.7,Leveno,195,105,80+
7,4,1,27.0,Yes,low,3.8000000000000003,Acer,725,140,80+
6,4,10,28.0,No,low,3.4000000000000004,Leveno,655,157,80+
8,5,1,20.0,Yes,low,1.9000000000000001,Others,805,142,60~80
7,6,9,33.0,No,low,3.3000000000000003,Razer,660,119,60-
5,8,0,20.0,Yes,high,3.8000000000000003,MSI,315,140,80+
9,5,3,26.0,No,average,2.3000000000000003,Others,655,141,60-
7,6,1,35.0,No,average,2.6,Leveno,490,117,60-
6,5,2,29.0,No,low,3.1,Acer,345,103,80+
5,2,12,23.0,No,high,4.2,Microsoft,445,104,80+
7,5,1,28.0,Yes,high,3.4000000000000004,Razer,55,129,60-
8,2,4,30.0,Yes,low,3.7,MSI,305,130,80+
8,5,0,28.0,Yes,average,3.6,Leveno,375,116,60-
7,3,3,22.0,Yes,high,2.4000000000000004,Apple,505,132,80+
7,2,0,33.0,No,high,3.8000000000000003,Asus,410,143,80+
7,6,5,22.0,Yes,low,3.1,Microsoft,690,143,60-
12,2,6,32.0,Yes,average,2.4000000000000004,MSI,0,129,60-
6,6,4,19.0,No,high,3.2,Razer,765,150,80+
6,4,2,20.0,Yes,average,3.3000000000000003,Dell,470,106,60~80
9,3,6,24.0,Yes,average,2.1,Dell,860,110,60-
8,5,0,25.0,No,average,1.8,HP,460,143,60-
8,4,4,30.0,Yes,low,4.0,Apple,165,145,80+
7,4,8,35.0,Yes,low,3.0,Apple,680,137,60-
8,5,7,34.0,No,low,1.8,Apple,450,102,60~80
8,3,4,22.0,No,low,2.0,Others,905,108,60-
6,7,1,33.0,No,average,3.2,MSI,250,144,80+
7,4,0,24.0,Yes,high,2.0,Others,845,127,80+
6,4,2,34.0,No,low,4.1000000000000005,Apple,355,100,80+
6,6,5,30.0,No,high,1.8,MSI,690,121,60-
8,5,5,27.0,No,low,2.8000000000000003,Leveno,60,123,60~80
7,2,0,21.0,Yes,high,3.1,HP,750,146,80+
9,6,2,28.0,Yes,high,3.5,Razer,495,121,60-
7,4,0,23.0,No,low,3.4000000000000004,Others,290,134,60~80
8,2,0,31.0,No,average,3.4000000000000004,Razer,830,141,60~80
8,3,0,28.0,No,average,3.5,MSI,725,133,60~80
6,8,3,30.0,No,average,3.7,Apple,675,130,80+
6,4,3,28.0,No,high,2.4000000000000004,HP,905,115,60~80
7,7,2,33.0,Yes,high,3.5,HP,450,145,60~80
5,5,13,25.0,Yes,average,2.5,Others,230,122,60-
8,3,10,34.0,No,high,2.8000000000000003,MSI,300,119,60-
9,14,0,29.0,No,high,2.8000000000000003,Others,585,103,60~80
10,4,0,30.0,Yes,average,2.4000000000000004,Apple,710,165,80+
6,3,0,20.0,Yes,high,4.2,HP,440,119,80+
7,5,0,19.0,Yes,average,2.9000000000000004,MSI,475,138,60-
4,3,1,20.0,Yes,average,4.3,Others,905,143,80+
6,4,2,33.0,No,average,3.1,Acer,760,123,60~80
7,4,7,25.0,Yes,low,2.3000000000000003,Acer,530,113,60-
4,7,4,34.0,No,low,4.2,Acer,570,108,80+
5,7,4,30.0,No,average,1.9000000000000001,Acer,990,115,80+
10,5,3,27.0,No,low,2.5,Leveno,735,136,80+
7,4,2,28.0,Yes,high,4.3,Razer,455,110,80+
5,3,2,29.0,No,low,3.6,Acer,775,112,60~80
10,5,2,34.0,No,high,3.4000000000000004,Others,770,114,80+
7,3,2,22.0,Yes,low,3.4000000000000004,Dell,860,136,60~80
7,3,10,29.0,No,low,2.8000000000000003,Razer,835,138,60-
7,3,2,32.0,Yes,average,3.3000000000000003,Asus,575,148,80+
5,5,2,30.0,Yes,high,2.8000000000000003,Others,775,103,60~80
6,3,4,28.0,No,low,4.3,HP,460,137,80+
8,7,0,21.0,Yes,low,1.8,Microsoft,630,115,60~80
10,8,5,35.0,No,high,3.4000000000000004,MSI,565,103,80+
9,3,7,25.0,Yes,average,2.0,Dell,0,134,60-
7,6,13,35.0,Yes,low,2.7,Asus,595,145,60-
6,8,5,34.0,Yes,low,4.2,Microsoft,825,123,80+
5,5,3,27.0,Yes,high,4.3,Microsoft,495,119,80+
4,3,1,34.0,Yes,high,2.1,HP,790,134,60~80
6,8,1,23.0,No,average,2.0,Microsoft,625,124,60-
5,8,2,21.0,No,low,4.1000000000000005,HP,445,137,80+
5,3,4,22.0,No,average,2.9000000000000004,Acer,235,137,60~80
5,4,2,35.0,No,average,2.8000000000000003,HP,595,122,80+
7,7,1,29.0,Yes,average,4.0,Leveno,45,121,80+
7,5,1,29.0,Yes,low,2.6,Razer,400,127,60-
6,8,3,30.0,No,average,4.1000000000000005,Acer,150,104,80+
8,4,3,31.0,No,average,4.3,Leveno,500,114,80+
11,7,4,34.0,No,average,1.9000000000000001,Dell,355,137,80+
6,3,1,26.0,Yes,high,2.8000000000000003,Asus,630,145,80+
8,5,1,24.0,No,average,3.3000000000000003,Apple,505,100,80+
5,8,0,27.0,No,high,3.2,Apple,215,149,80+
10,7,4,35.0,No,high,3.3000000000000003,Apple,110,130,80+
7,5,0,22.0,No,low,2.3000000000000003,HP,290,129,80+
5,3,1,27.0,Yes,average,2.7,Others,350,108,80+
3,4,0,21.0,No,average,2.1,Others,420,120,60-
7,4,8,28.0,Yes,low,2.5,Dell,675,128,60-
7,2,2,25.0,No,low,2.5,Razer,655,121,80+
6,4,4,31.0,No,average,3.0,Asus,295,123,80+
7,2,11,24.0,Yes,average,4.3,Apple,540,128,80+
6,2,12,22.0,No,low,4.1000000000000005,Microsoft,355,100,80+
6,3,0,30.0,No,high,3.4000000000000004,Dell,380,114,60-
7,8,0,33.0,Yes,low,3.9000000000000004,Apple,510,139,80+
6,2,12,28.0,No,low,2.1,Apple,960,108,60~80
8,3,12,28.0,Yes,low,4.2,MSI,440,106,80+
7,2,7,20.0,No,low,3.7,Razer,535,143,80+
8,4,2,19.0,No,high,2.5,Leveno,230,124,60~80
6,4,13,35.0,No,high,3.7,Apple,115,103,80+
6,4,1,34.0,Yes,high,1.8,Razer,510,118,60-
5,3,6,27.0,No,low,4.3,Others,525,111,80+
7,6,9,24.0,No,low,2.0,Others,300,138,80+
11,6,13,31.0,No,average,2.0,Others,625,130,80+
5,6,0,35.0,No,high,2.2,Razer,115,143,60-
8,2,12,31.0,Yes,high,3.2,Asus,0,133,60-
6,6,3,19.0,No,average,3.2,Apple,275,134,60-
8,3,9,31.0,No,average,3.4000000000000004,Apple,690,134,60-
9,7,1,20.0,No,low,4.1000000000000005,Leveno,560,108,80+
4,3,13,21.0,No,average,3.2,Asus,640,143,60-
5,3,2,33.0,No,low,3.4000000000000004,Leveno,290,100,60-
7,3,10,30.0,Yes,high,2.6,Dell,530,130,60-
8,4,13,29.0,No,low,2.8000000000000003,MSI,730,111,60-
5,4,0,19.0,Yes,high,2.7,Apple,410,113,80+
9,3,10,28.0,Yes,low,2.4000000000000004,Apple,565,117,60-
5,3,12,26.0,No,high,3.0,MSI,435,106,60-
7,7,12,35.0,Yes,low,4.1000000000000005,Acer,735,132,80+
4,4,0,24.0,No,high,4.0,Apple,570,128,80+
8,3,13,32.0,Yes,average,2.5,Microsoft,705,132,60-
7,6,11,29.0,No,high,4.2,Apple,590,103,80+
8,5,2,23.0,No,high,3.5,Leveno,990,148,60~80
10,3,2,35.0,Yes,average,3.1,Razer,325,143,80+
6,4,3,26.0,No,high,2.5,Acer,470,147,60~80
4,2,13,25.0,No,low,2.2,Leveno,975,111,60~80
7,8,0,31.0,Yes,average,3.0,MSI,640,138,60-
4,7,6,25.0,No,low,2.9000000000000004,Others,0,131,60-
8,5,11,23.0,No,low,3.0,Dell,990,143,60~80
7,4,6,21.0,No,low,2.9000000000000004,Dell,335,100,60-
3,8,9,26.0,Yes,low,3.1,Acer,315,100,80+
9,7,8,23.0,No,average,2.1,Microsoft,565,130,60~80
6,5,4,32.0,No,average,2.5,Razer,270,140,60~80
8,3,11,29.0,No,high,3.2,Leveno,495,116,60-
5,7,11,23.0,No,high,4.3,Microsoft,435,114,80+
7,8,2,30.0,No,high,3.2,Microsoft,485,139,60~80
3,5,3,34.0,No,high,3.9000000000000004,Others,355,135,80+
3,1,9,35.0,Yes,low,2.4000000000000004,Apple,80,111,60-
10,4,2,25.0,No,average,2.8000000000000003,Leveno,330,144,80+
7,5,0,20.0,Yes,high,4.1000000000000005,Razer,510,122,80+
7,4,1,20.0,Yes,average,2.4000000000000004,MSI,405,106,80+
7,4,3,22.0,Yes,low,3.2,Asus,200,118,80+
6,4,5,25.0,No,high,3.4000000000000004,Acer,535,130,60-
9,3,2,35.0,No,low,4.1000000000000005,Razer,490,106,80+
7,4,10,21.0,Yes,low,4.0,Apple,465,122,80+
8,4,1,27.0,No,high,3.9000000000000004,Leveno,555,117,80+
9,5,12,33.0,No,low,2.5,Acer,430,137,60-
6,3,0,26.0,Yes,low,3.7,Others,35,111,80+
7,3,2,26.0,Yes,low,4.0,Microsoft,640,127,80+
9,6,2,31.0,No,high,3.4000000000000004,Acer,320,137,80+
12,9,3,32.0,No,high,2.4000000000000004,Acer,370,148,80+
8,6,1,23.0,No,low,4.1000000000000005,MSI,805,120,80+
8,4,0,24.0,No,low,2.0,Microsoft,95,114,60-
7,3,3,32.0,Yes,low,4.2,Apple,505,143,80+
6,3,10,29.0,No,high,1.8,Acer,810,137,60~80
5,2,3,28.0,No,average,4.2,Razer,675,137,80+
6,4,2,29.0,No,average,3.7,Asus,85,117,80+
7,4,0,28.0,Yes,average,1.8,Apple,915,148,60-
4,7,3,22.0,Yes,average,4.2,Asus,660,121,80+
6,4,5,34.0,Yes,low,1.9000000000000001,Apple,415,125,60-
7,4,7,21.0,Yes,low,3.9000000000000004,HP,580,111,80+
5,5,8,28.0,No,high,4.0,Leveno,435,110,80+
7,8,4,19.0,Yes,average,2.4000000000000004,Leveno,735,137,80+
6,3,10,23.0,Yes,low,3.9000000000000004,Apple,535,108,80+
7,4,1,28.0,No,high,3.2,Microsoft,465,141,60~80
8,7,8,25.0,Yes,low,2.8000000000000003,Microsoft,990,114,60-
7,7,2,25.0,Yes,low,2.2,HP,530,101,60-
7,2,5,28.0,Yes,low,3.8000000000000003,Microsoft,725,134,80+
7,3,0,22.0,Yes,low,2.2,Apple,240,114,80+
10,8,1,33.0,No,average,2.2,MSI,850,122,60~80
7,2,0,24.0,No,average,3.4000000000000004,Asus,620,100,60~80
7,4,5,33.0,No,high,2.9000000000000004,Apple,810,131,80+
8,7,1,29.0,Yes,high,3.1,Microsoft,260,143,60-
7,2,0,32.0,No,low,2.9000000000000004,Dell,400,148,60~80
10,3,0,29.0,Yes,high,2.5,Microsoft,220,138,60-
6,5,6,28.0,Yes,high,3.2,Razer,200,126,60-
8,4,8,32.0,Yes,average,2.1,Apple,625,119,60-
6,5,0,23.0,No,average,3.9000000000000004,Leveno,785,130,80+
5,3,0,28.0,No,high,4.2,HP,335,145,80+
10,7,3,24.0,Yes,low,2.2,Leveno,485,109,80+
8,3,2,22.0,Yes,low,2.6,Acer,330,129,80+
11,4,1,24.0,No,average,2.8000000000000003,Acer,785,108,60-
6,8,12,28.0,Yes,average,2.0,Apple,595,126,60-
7,4,0,28.0,Yes,average,3.6,Microsoft,330,129,60-
6,14,10,19.0,No,low,3.0,Dell,680,128,60~80
5,3,10,30.0,Yes,high,3.2,Leveno,415,126,60-
8,3,2,33.0,No,average,1.8,Others,990,119,60-
9,3,0,35.0,No,high,2.3000000000000003,Others,215,116,60-
7,1,0,19.0,No,average,2.5,Apple,865,144,60-
7,4,0,23.0,Yes,average,3.6,Microsoft,325,115,60~80
8,4,8,23.0,No,high,3.6,Asus,520,122,60-
7,13,10,24.0,No,low,2.9000000000000004,Microsoft,105,109,60-
4,5,8,19.0,Yes,low,4.3,Apple,405,145,80+
10,3,0,30.0,Yes,average,1.8,Asus,235,101,60~80
6,7,2,26.0,No,low,2.6,Apple,260,143,60-
8,4,2,33.0,No,high,4.0,Leveno,265,115,80+
7,3,12,24.0,Yes,low,3.4000000000000004,Razer,360,144,60-
6,2,11,24.0,No,low,4.0,Leveno,155,129,80+
10,4,0,33.0,Yes,low,3.8000000000000003,Leveno,370,177,80+
10,6,7,35.0,No,high,4.2,Leveno,990,110,80+
7,3,2,31.0,No,high,3.4000000000000004,Others,355,139,80+
7,2,0,30.0,No,average,3.7,Razer,640,135,80+
7,4,1,21.0,No,low,4.1000000000000005,Others,515,121,80+
9,2,0,19.0,No,low,2.4000000000000004,Apple,710,142,80+
8,6,7,21.0,No,high,3.2,Others,990,117,60-
3,2,0,22.0,Yes,high,4.0,Others,490,148,80+
6,6,8,25.0,Yes,high,3.7,Leveno,525,133,80+
7,7,3,26.0,Yes,low,3.3000000000000003,Asus,555,111,60~80
8,6,1,22.0,Yes,average,3.7,Others,470,117,80+
5,8,1,35.0,No,average,4.1000000000000005,Acer,705,109,80+
6,4,1,29.0,Yes,low,3.2,Acer,825,147,60~80
7,3,6,21.0,Yes,low,3.5,HP,655,101,60-
6,3,3,33.0,Yes,high,2.1,Dell,240,104,60~80
7,6,1,33.0,No,low,4.1000000000000005,Asus,220,130,80+
6,5,1,24.0,Yes,average,2.1,Acer,595,137,60~80
8,1,1,21.0,Yes,low,3.0,Asus,350,140,80+
7,3,3,25.0,Yes,average,4.0,Others,655,138,80+
7,8,7,26.0,No,average,2.8000000000000003,Leveno,505,139,60~80
5,14,0,22.0,No,high,3.0,Leveno,340,136,60-
8,3,4,30.0,Yes,low,2.5,Apple,775,125,60~80
7,2,7,32.0,Yes,low,4.2,HP,690,109,80+
7,8,2,27.0,No,high,2.5,Leveno,25,141,60~80
8,6,2,24.0,Yes,low,1.9000000000000001,Others,465,108,60-
6,5,0,29.0,Yes,average,3.4000000000000004,Others,435,109,60-
5,4,0,29.0,Yes,average,2.8000000000000003,Apple,220,124,80+
8,4,2,32.0,Yes,low,4.1000000000000005,Microsoft,780,101,80+
12,1,2,29.0,Yes,low,3.1,Leveno,660,145,60~80
5,4,4,21.0,Yes,average,1.9000000000000001,Others,450,110,60-
4,8,5,29.0,Yes,low,3.7,Microsoft,585,138,80+
7,5,11,20.0,No,average,3.9000000000000004,Leveno,460,121,80+
7,6,3,32.0,Yes,average,3.3000000000000003,Others,215,106,80+
4,5,1,21.0,No,average,2.1,Dell,810,145,60-
8,6,0,20.0,No,high,2.8000000000000003,Acer,55,133,80+
