Avg sleep time,Avg study time,Avg video game time,BMI,In a relationship,Family financial status,GPA,Laptop brand,TOEIC grade,IQ,Grade
7,5,1,31.0,No,average,3.3000000000000003,Leveno,155,107,80+
9,3,6,31.0,Yes,average,4.3,Apple,375,160,80+
9,4,1,23.0,No,average,3.0,Dell,880,101,80+
9,6,11,26.0,No,low,2.1,Acer,600,115,80+
7,7,8,19.0,No,low,1.9000000000000001,Dell,600,105,60~80
6,5,7,32.0,Yes,average,3.4000000000000004,HP,260,148,60-
7,2,6,19.0,Yes,high,3.0,Apple,275,138,80+
4,3,0,30.0,Yes,average,3.9000000000000004,Dell,520,118,80+
6,5,10,21.0,No,high,4.2,Dell,380,119,80+
6,6,2,20.0,Yes,average,3.1,HP,400,117,60-
7,4,5,19.0,No,low,1.8,HP,480,118,60-
5,4,6,21.0,Yes,average,2.1,Dell,990,162,80+
12,4,0,22.0,Yes,average,3.7,Dell,940,134,80+
5,7,0,28.0,Yes,high,2.2,Leveno,360,110,60~80
8,4,2,25.0,No,average,2.3000000000000003,Leveno,570,119,60-
7,4,2,26.0,Yes,average,2.1,HP,545,119,60~80
10,3,1,19.0,Yes,low,4.1000000000000005,Apple,470,130,80+
6,8,3,25.0,No,low,3.7,Asus,100,133,80+
7,3,1,20.0,Yes,average,3.1,Leveno,370,103,60-
7,7,12,35.0,No,low,4.2,Leveno,370,145,80+
6,10,2,26.0,No,average,2.7,Asus,795,127,60-
10,7,8,23.0,No,low,3.5,Asus,780,106,80+
6,3,7,21.0,No,low,2.1,Leveno,375,129,60-
7,2,1,29.0,Yes,average,2.7,Acer,430,100,60~80
5,5,7,24.0,Yes,low,2.6,HP,680,124,60-
6,7,9,25.0,No,high,1.8,HP,670,118,80+
6,8,12,30.0,Yes,average,3.1,Apple,425,125,60-
6,4,12,30.0,No,low,4.2,Leveno,250,114,80+
7,4,2,20.0,Yes,low,4.1000000000000005,HP,400,142,80+
7,5,2,20.0,Yes,high,3.4000000000000004,Asus,805,129,60~80
7,3,7,31.0,Yes,high,4.0,Acer,135,126,80+
3,7,2,35.0,No,high,3.7,Asus,890,129,80+
8,5,0,34.0,No,high,4.2,Asus,455,147,80+
7,13,9,19.0,Yes,average,3.0,HP,575,120,60-
7,2,3,22.0,Yes,high,3.8000000000000003,HP,860,118,80+
8,3,0,19.0,No,low,2.4000000000000004,Asus,370,109,60-
8,7,0,30.0,No,average,2.6,Apple,675,108,60~80
5,5,0,27.0,Yes,high,3.8000000000000003,Dell,860,108,80+
9,7,2,27.0,Yes,average,4.0,Leveno,365,125,80+
6,2,7,26.0,Yes,average,3.5,Acer,665,147,60-
6,4,11,19.0,Yes,low,2.6,Asus,530,110,60-
5,5,0,32.0,No,low,2.0,Dell,510,104,60~80
8,6,2,29.0,Yes,average,3.0,HP,725,137,80+
7,4,4,34.0,Yes,low,4.3,Leveno,530,104,80+
10,3,5,20.0,No,average,2.9000000000000004,HP,330,101,60-
6,5,1,25.0,Yes,average,4.3,Asus,605,146,80+
5,14,4,22.0,Yes,average,3.5,Asus,410,129,60-
9,6,6,24.0,No,average,3.6,Acer,525,166,80+
6,4,8,33.0,Yes,average,2.5,Dell,525,109,60-
8,3,2,29.0,Yes,average,2.0,Leveno,720,117,60~80
8,5,0,23.0,No,high,4.2,Apple,650,102,80+
11,5,0,29.0,No,low,3.4000000000000004,Dell,255,141,60~80
11,4,7,22.0,Yes,high,4.1000000000000005,HP,450,108,80+
10,2,2,26.0,Yes,low,3.8000000000000003,HP,570,124,80+
4,6,8,35.0,No,high,3.0,Dell,340,134,80+
10,8,1,32.0,Yes,average,3.2,Acer,175,138,80+
6,5,0,28.0,Yes,average,4.0,Dell,540,121,80+
6,5,0,30.0,No,average,3.7,HP,250,147,80+
7,3,0,28.0,No,high,3.7,Apple,190,146,80+
5,3,2,22.0,No,low,2.9000000000000004,Acer,750,137,60~80
7,3,0,29.0,Yes,high,2.4000000000000004,Asus,710,144,60~80
5,3,6,31.0,No,high,4.1000000000000005,Apple,135,129,80+
6,7,2,25.0,Yes,low,3.7,Acer,625,140,80+
6,6,1,24.0,Yes,high,3.4000000000000004,Apple,550,146,80+
4,6,1,23.0,Yes,low,3.6,Leveno,205,103,60~80
7,3,0,31.0,No,low,3.5,Apple,300,118,80+
7,7,9,21.0,Yes,average,3.3000000000000003,Apple,425,141,60-
7,4,1,30.0,Yes,low,3.0,Apple,540,108,60~80
7,5,0,24.0,Yes,low,2.0,Dell,255,110,60~80
5,2,1,21.0,Yes,high,3.5,Acer,210,129,60~80
4,2,2,21.0,Yes,average,3.6,Dell,865,115,60~80
6,5,0,28.0,No,average,3.2,Leveno,725,140,80+
7,3,2,35.0,Yes,low,2.8000000000000003,Leveno,60,120,60-
8,2,10,22.0,No,average,3.2,Apple,235,114,60-
6,6,1,34.0,Yes,average,1.7000000000000002,HP,650,125,80+
6,3,3,34.0,Yes,low,4.1000000000000005,Asus,550,119,80+
7,3,12,31.0,No,high,3.8000000000000003,Leveno,305,117,80+
6,7,1,19.0,Yes,average,2.4000000000000004,Acer,275,115,80+
8,6,2,23.0,Yes,high,3.5,Acer,685,125,80+
7,8,0,35.0,Yes,low,1.8,Asus,330,146,80+
8,8,6,33.0,No,high,3.2,HP,120,147,60~80
6,6,2,20.0,No,low,3.2,HP,0,114,80+
7,14,2,35.0,Yes,average,2.7,Dell,645,135,80+
7,2,4,21.0,Yes,average,3.3000000000000003,Asus,180,140,80+
8,1,8,27.0,Yes,low,2.9000000000000004,Acer,965,114,60-
6,3,2,24.0,Yes,low,3.4000000000000004,Dell,330,106,60~80
5,7,3,30.0,No,average,3.2,HP,440,141,80+
10,1,8,19.0,Yes,low,2.6,Acer,765,122,60-
7,4,1,26.0,No,high,2.5,Asus,820,101,60-
7,5,2,29.0,No,average,3.1,Leveno,305,110,60~80
3,6,0,20.0,Yes,high,3.2,Leveno,215,141,60~80
10,6,1,22.0,No,average,3.5,Acer,370,121,60~80
3,3,2,33.0,Yes,low,3.4000000000000004,HP,475,141,60-
6,7,8,24.0,Yes,low,1.8,Acer,175,110,60-
6,3,2,28.0,Yes,low,4.1000000000000005,Leveno,155,110,80+
8,3,3,28.0,Yes,low,2.5,Apple,600,128,60~80
7,3,4,29.0,Yes,low,2.8000000000000003,HP,990,139,80+
8,2,1,25.0,No,average,3.2,Leveno,770,123,80+
10,6,10,20.0,No,low,3.4000000000000004,Acer,435,142,60-
4,4,7,21.0,Yes,low,2.2,HP,755,143,60-
8,6,2,28.0,Yes,average,4.3,Leveno,200,134,80+
6,8,7,26.0,No,average,4.0,Apple,720,135,80+
6,4,0,27.0,No,average,3.6,Leveno,575,112,60~80
8,3,4,30.0,No,low,2.6,Dell,990,101,60-
8,4,11,26.0,Yes,average,3.3000000000000003,Apple,645,125,60-
9,5,1,22.0,Yes,low,3.5,Leveno,10,126,60~80
6,4,2,30.0,No,low,1.8,Leveno,90,125,60-
10,7,2,26.0,Yes,high,2.4000000000000004,HP,580,123,60-
4,5,2,35.0,Yes,average,3.5,Asus,505,111,60-
7,2,2,22.0,Yes,average,4.1000000000000005,HP,990,116,80+
7,10,10,21.0,No,high,3.8000000000000003,Apple,185,146,80+
10,5,4,19.0,No,low,2.0,Apple,355,140,60~80
10,7,2,34.0,Yes,high,3.3000000000000003,Asus,565,101,60~80
6,6,1,34.0,No,average,2.8000000000000003,Asus,555,113,60~80
7,8,12,19.0,Yes,average,4.1000000000000005,Dell,495,103,80+
10,3,3,25.0,No,low,2.2,Apple,765,142,80+
7,3,13,31.0,Yes,high,2.3000000000000003,HP,820,125,60-
7,4,5,24.0,Yes,high,1.9000000000000001,HP,400,110,60-
7,5,0,22.0,No,average,2.0,Dell,480,113,80+
8,5,5,24.0,No,average,3.0,Leveno,750,134,60~80
9,4,6,25.0,Yes,low,4.2,Dell,330,118,80+
4,5,10,27.0,No,high,3.5,Apple,435,171,80+
12,2,3,27.0,No,average,3.8000000000000003,HP,445,104,80+
4,4,11,35.0,No,high,3.6,Acer,365,126,60-
7,8,0,31.0,No,high,3.6,Apple,960,119,80+
6,3,9,22.0,No,average,3.1,Asus,405,165,80+
8,8,2,31.0,No,average,3.6,Asus,510,107,60~80
6,5,3,21.0,Yes,average,2.4000000000000004,HP,550,146,80+
10,1,0,20.0,Yes,average,2.4000000000000004,HP,545,116,80+
6,3,5,25.0,No,high,3.9000000000000004,HP,730,116,80+
7,8,0,24.0,Yes,high,2.4000000000000004,Asus,440,149,60~80
4,2,9,19.0,No,high,3.3000000000000003,HP,420,107,60-
5,2,0,30.0,No,high,2.7,Apple,315,134,80+
7,4,13,21.0,No,average,3.1,Asus,840,146,60-
5,5,0,20.0,No,high,2.9000000000000004,Dell,215,128,60-
8,5,13,33.0,No,average,2.2,HP,520,124,60-
6,5,7,32.0,No,low,2.1,Asus,185,127,80+
8,14,8,27.0,Yes,low,1.8,Dell,655,135,60-
6,4,4,31.0,Yes,average,2.4000000000000004,Asus,545,112,60~80
10,2,3,26.0,Yes,high,2.9000000000000004,Asus,600,123,60-
8,3,2,23.0,Yes,high,2.7,Dell,285,134,80+
5,3,0,28.0,Yes,high,2.4000000000000004,Asus,785,146,80+
8,3,10,24.0,Yes,high,1.8,HP,470,108,60-
7,11,0,35.0,Yes,low,2.8000000000000003,Dell,490,164,80+
6,5,0,33.0,Yes,high,2.9000000000000004,Dell,255,102,80+
7,6,2,35.0,Yes,low,2.4000000000000004,Leveno,285,105,60~80
8,3,12,35.0,Yes,low,4.3,Leveno,200,132,80+
9,4,5,28.0,No,high,3.4000000000000004,Dell,475,141,60-
10,2,12,19.0,No,low,1.9000000000000001,Dell,540,144,60-
9,7,2,34.0,No,average,2.3000000000000003,Acer,755,140,60~80
8,6,13,25.0,Yes,high,3.3000000000000003,Apple,520,114,80+
7,7,11,22.0,No,low,2.1,Dell,540,124,80+
8,6,10,26.0,No,average,3.3000000000000003,Asus,565,124,60~80
7,7,2,25.0,No,high,2.7,Asus,415,119,60~80
8,5,2,34.0,No,average,1.9000000000000001,HP,870,138,60-
5,2,0,23.0,No,low,3.8000000000000003,HP,390,123,80+
10,4,8,26.0,No,high,2.7,Acer,445,125,60-
7,4,6,34.0,Yes,average,3.7,Asus,0,104,80+
6,5,13,21.0,No,high,2.1,HP,410,119,80+
8,2,0,35.0,Yes,high,3.4000000000000004,HP,975,141,80+
8,9,5,19.0,No,average,2.3000000000000003,Dell,610,135,60~80
7,5,1,31.0,Yes,high,3.5,Asus,250,130,80+
4,5,0,30.0,Yes,high,3.7,Acer,860,117,80+
4,3,1,22.0,Yes,low,4.2,HP,470,136,80+
8,1,2,33.0,Yes,low,3.6,Acer,235,101,60~80
6,7,4,32.0,Yes,average,2.7,HP,315,148,60-
9,3,6,25.0,No,high,3.8000000000000003,Apple,990,140,80+
6,8,3,21.0,No,high,2.3000000000000003,Acer,685,162,80+
6,3,10,34.0,No,average,3.7,Leveno,130,128,80+
4,3,3,26.0,Yes,high,3.0,Dell,210,106,60-
5,4,9,29.0,Yes,low,4.1000000000000005,Dell,100,100,80+
8,4,0,19.0,No,high,2.1,Leveno,635,108,80+
4,3,6,31.0,No,average,2.5,Dell,620,103,60-
7,4,4,29.0,No,low,2.9000000000000004,Asus,0,149,60~80
4,5,3,34.0,Yes,average,1.8,Leveno,810,149,60~80
11,1,3,27.0,Yes,high,3.3000000000000003,Acer,255,139,60~80
7,7,3,29.0,No,high,2.4000000000000004,Dell,410,130,80+
9,5,2,19.0,No,high,2.8000000000000003,Acer,420,102,60~80
9,8,0,32.0,Yes,average,3.5,Apple,540,113,60-
6,4,3,23.0,Yes,average,2.4000000000000004,Apple,295,138,80+
10,3,0,26.0,Yes,average,3.7,Leveno,610,116,80+
6,4,12,29.0,Yes,average,3.4000000000000004,HP,100,105,60-
6,2,4,29.0,Yes,average,1.9000000000000001,Acer,475,134,80+
9,3,6,24.0,No,low,4.1000000000000005,Acer,305,144,80+
10,1,1,31.0,No,average,2.4000000000000004,Leveno,300,108,80+
5,11,10,19.0,Yes,average,2.5,HP,490,136,60-
7,3,2,19.0,No,high,1.9000000000000001,Asus,295,103,60-
7,3,12,31.0,No,average,3.3000000000000003,Asus,355,145,60-
4,6,2,19.0,No,average,3.6,Dell,475,111,60~80
12,4,2,24.0,Yes,high,2.5,Dell,775,141,60~80
6,6,0,32.0,Yes,high,2.6,Leveno,860,137,60~80
6,5,0,30.0,No,high,3.3000000000000003,Acer,320,148,60-
9,1,0,20.0,Yes,average,2.1,Leveno,420,139,60~80
7,4,11,32.0,Yes,average,2.1,Dell,425,145,60-
6,3,1,23.0,Yes,low,3.2,Dell,545,118,60~80
5,4,13,29.0,Yes,low,3.2,Leveno,460,114,60-
7,4,8,33.0,No,average,2.0,Dell,990,127,60-
9,3,2,29.0,Yes,low,2.0,Asus,410,120,60~80
6,7,2,23.0,No,high,1.8,Apple,580,180,80+
7,7,0,32.0,Yes,average,2.3000000000000003,Leveno,990,149,80+
7,4,6,35.0,Yes,high,4.2,Acer,955,101,80+
10,4,4,28.0,Yes,high,4.2,HP,0,100,80+
6,3,0,21.0,No,high,4.1000000000000005,HP,760,149,80+
8,4,6,19.0,Yes,average,3.1,Apple,190,137,60-
8,3,13,33.0,No,high,2.9000000000000004,Apple,110,136,80+
7,2,1,19.0,Yes,low,2.5,Asus,715,136,60-
7,3,0,35.0,Yes,high,2.8000000000000003,Acer,560,132,60~80
7,8,11,34.0,Yes,average,3.1,Asus,290,105,60-
8,3,3,33.0,Yes,high,3.8000000000000003,Acer,475,140,80+
8,9,0,25.0,No,high,1.8,Acer,580,124,60-
7,2,1,20.0,No,low,2.0,HP,55,120,60-
6,4,8,20.0,No,average,3.1,Acer,665,138,60-
7,5,4,25.0,Yes,average,3.6,Apple,545,179,80+
8,13,7,34.0,Yes,high,3.6,Leveno,955,162,80+
8,3,1,27.0,No,low,3.6,Asus,220,118,60-
12,5,11,33.0,Yes,average,1.8,Asus,710,143,60-
7,8,5,26.0,No,average,2.9000000000000004,Apple,490,138,60-
8,2,2,34.0,Yes,low,2.1,HP,720,122,80+
9,5,1,26.0,No,average,2.7,Leveno,460,104,60~80
4,3,9,35.0,Yes,high,3.4000000000000004,Acer,400,130,60-
12,5,6,25.0,No,high,4.2,Acer,790,136,80+
6,6,1,24.0,No,high,3.7,Leveno,395,135,80+
8,5,2,29.0,No,average,2.7,Dell,495,120,60~80
7,4,1,20.0,Yes,average,3.6,HP,545,127,60-
7,4,9,21.0,No,low,2.2,HP,710,145,60-
7,7,0,27.0,Yes,low,3.1,Acer,770,130,80+
6,3,11,27.0,Yes,high,3.2,Acer,345,149,60-
5,6,0,20.0,No,high,2.2,Dell,605,139,60~80
7,4,1,30.0,No,high,1.8,HP,480,128,60-
9,6,1,22.0,Yes,high,2.3000000000000003,Acer,240,113,60~80
7,4,4,24.0,Yes,low,4.3,HP,500,117,80+
7,3,3,24.0,Yes,average,3.4000000000000004,Asus,495,139,80+
7,6,7,32.0,Yes,average,2.5,HP,215,142,60-
8,5,3,33.0,Yes,high,2.1,Acer,130,131,60-
7,12,8,24.0,Yes,high,2.1,Leveno,360,117,60-
7,4,2,21.0,Yes,average,4.0,Asus,210,107,80+
8,3,13,26.0,Yes,low,3.0,Acer,555,135,60-
5,3,11,24.0,No,high,3.4000000000000004,Leveno,805,110,60~80
8,2,3,35.0,No,high,2.7,HP,800,103,60-
7,4,3,23.0,No,high,3.2,Apple,470,135,80+
5,4,8,33.0,Yes,high,2.6,Apple,620,143,80+
8,7,3,30.0,No,high,3.2,Acer,495,123,60~80
7,3,5,22.0,Yes,high,3.1,Asus,400,112,60-
8,8,1,23.0,No,low,3.2,HP,960,121,60-
8,3,3,27.0,No,average,3.6,Acer,935,130,80+
9,4,9,30.0,Yes,low,2.3000000000000003,Asus,605,140,60-
8,2,7,25.0,No,high,3.9000000000000004,Dell,785,148,80+
9,2,0,28.0,No,high,4.2,Asus,895,106,80+
6,3,3,22.0,No,average,2.5,Asus,530,139,60~80
6,3,2,35.0,No,high,3.7,HP,595,114,80+
9,2,1,19.0,Yes,high,2.3000000000000003,Dell,425,121,60-
6,4,9,29.0,Yes,high,2.5,Leveno,485,122,60-
5,14,0,28.0,Yes,average,3.0,Leveno,500,132,80+
5,6,2,25.0,Yes,high,2.2,Apple,450,131,80+
12,3,2,24.0,No,average,2.4000000000000004,HP,515,143,80+
8,4,2,22.0,Yes,low,4.1000000000000005,Apple,210,120,80+
9,4,0,31.0,Yes,average,2.6,Leveno,370,130,60-
6,4,0,27.0,Yes,low,2.2,HP,75,144,60~80
10,5,10,25.0,Yes,high,2.5,Leveno,640,132,60-
5,2,3,28.0,Yes,low,2.6,Asus,585,133,60~80
7,14,1,19.0,Yes,average,3.5,Apple,540,112,80+
5,6,2,25.0,No,low,3.1,Dell,370,141,60-
9,5,8,26.0,No,average,2.3000000000000003,Acer,280,120,60-
6,4,9,25.0,Yes,average,3.6,Leveno,240,105,60-
8,6,4,34.0,Yes,high,2.5,Leveno,260,100,80+
6,3,10,29.0,No,average,2.8000000000000003,Asus,535,135,60-
8,6,10,32.0,No,average,2.9000000000000004,Acer,435,125,80+
7,3,0,21.0,No,high,4.0,Acer,550,104,80+
3,8,2,22.0,No,low,2.5,Apple,785,132,80+
8,3,10,27.0,No,average,2.8000000000000003,Dell,450,112,60-
7,7,3,30.0,Yes,low,3.5,Asus,695,126,80+
8,3,0,21.0,No,low,3.6,Leveno,110,129,60~80
8,5,1,24.0,No,high,2.7,HP,505,127,60-
8,6,11,32.0,Yes,low,2.3000000000000003,Acer,415,149,60-
7,3,7,22.0,No,high,2.4000000000000004,Apple,170,123,80+
7,10,2,22.0,No,average,2.1,Leveno,0,100,60-
6,4,5,27.0,No,high,1.8,Dell,510,129,60-
9,5,0,27.0,No,high,2.0,Leveno,305,109,60~80
10,4,3,23.0,Yes,average,2.1,Asus,255,129,60-
7,10,8,35.0,No,average,3.6,Dell,535,128,60~80
9,4,0,31.0,Yes,average,4.0,Apple,665,109,80+
9,5,11,23.0,No,high,3.0,Asus,0,110,60~80
7,6,3,26.0,Yes,low,3.4000000000000004,Dell,780,144,60-
6,2,10,24.0,No,high,3.4000000000000004,Asus,200,138,60-
7,3,12,31.0,Yes,average,2.9000000000000004,Dell,760,140,60-
10,2,10,21.0,No,low,3.8000000000000003,Apple,245,133,80+
8,13,8,31.0,Yes,low,2.1,Apple,660,140,60-
7,3,2,24.0,Yes,low,3.8000000000000003,Acer,200,140,80+
7,2,3,28.0,No,high,2.5,Asus,295,108,80+
8,7,13,34.0,No,average,2.9000000000000004,Asus,560,100,80+
4,3,8,29.0,Yes,average,3.0,Leveno,500,128,60-
8,2,6,35.0,Yes,high,4.3,Acer,715,122,80+
7,5,11,19.0,No,high,2.7,Apple,465,121,80+
8,5,3,24.0,Yes,low,3.4000000000000004,Apple,585,113,80+
8,5,2,25.0,No,low,3.2,Leveno,660,109,60~80
6,6,12,22.0,No,low,3.2,Apple,445,136,60-
7,7,11,30.0,Yes,high,4.3,Acer,0,140,80+
12,13,11,29.0,Yes,high,3.4000000000000004,Leveno,610,122,60-
6,7,2,19.0,Yes,low,3.5,Apple,310,121,80+
6,3,6,25.0,Yes,high,2.2,HP,475,119,60-
6,3,2,24.0,Yes,average,3.7,Apple,440,121,80+
10,4,3,27.0,No,low,3.3000000000000003,Leveno,955,146,60~80
6,2,2,29.0,Yes,low,2.9000000000000004,Apple,660,130,60~80
9,6,2,23.0,No,low,2.9000000000000004,Asus,670,119,60~80
9,3,1,35.0,No,average,2.0,Leveno,980,119,60-
7,4,10,19.0,No,low,3.2,Apple,875,134,60-
9,4,2,31.0,No,average,1.9000000000000001,Leveno,530,104,60-
6,5,6,26.0,Yes,high,3.4000000000000004,Leveno,655,130,60-
9,3,2,30.0,No,high,1.8,Leveno,495,124,80+
7,3,9,32.0,Yes,low,3.3000000000000003,HP,565,137,60-
9,7,2,25.0,No,high,2.4000000000000004,Dell,565,133,60~80
7,1,8,32.0,No,average,3.6,Apple,180,144,60-
6,3,0,32.0,Yes,high,2.7,Asus,575,132,80+
12,2,2,23.0,Yes,low,4.1000000000000005,Asus,265,135,80+
5,3,2,24.0,Yes,low,4.2,Leveno,990,122,80+
6,9,1,33.0,Yes,low,3.7,HP,390,127,80+
8,5,2,19.0,Yes,average,2.3000000000000003,HP,570,123,80+
10,5,1,26.0,Yes,high,3.2,HP,160,134,60-
5,6,3,23.0,No,average,3.3000000000000003,Leveno,340,177,80+
5,14,2,21.0,No,high,2.8000000000000003,Acer,0,116,60-
6,3,3,29.0,No,average,3.1,Leveno,260,142,60~80
8,3,1,32.0,Yes,low,3.2,HP,740,125,60-
5,5,2,21.0,No,high,1.9000000000000001,Asus,990,129,80+
7,5,4,20.0,Yes,high,3.0,Asus,830,140,60~80
9,5,3,31.0,No,low,3.1,Acer,710,129,60~80
7,3,3,26.0,No,average,3.3000000000000003,Acer,705,136,60-
10,5,8,19.0,No,low,1.8,Dell,110,100,80+
10,4,2,32.0,No,average,2.6,HP,580,114,60~80
8,4,13,26.0,No,low,2.5,Dell,555,133,60-
5,7,0,31.0,No,high,3.1,HP,830,116,60-
9,2,10,35.0,No,average,2.7,Acer,840,104,60-
7,4,2,32.0,No,low,3.9000000000000004,Acer,860,130,80+
10,6,2,29.0,Yes,low,2.9000000000000004,Leveno,575,104,80+
6,5,1,20.0,No,high,1.8,Dell,515,126,60-
6,12,5,34.0,Yes,low,4.0,Acer,355,112,80+
7,4,3,29.0,No,average,2.9000000000000004,Asus,220,150,80+
7,3,10,28.0,Yes,high,2.7,HP,865,173,80+
8,2,13,34.0,Yes,average,3.3000000000000003,Asus,185,118,60-
5,3,1,34.0,Yes,low,2.5,HP,335,128,60-
7,3,0,35.0,No,average,3.3000000000000003,Apple,780,129,80+
7,4,0,33.0,No,average,3.0,Leveno,495,106,60~80
8,8,2,23.0,No,low,4.3,Acer,260,121,80+
7,2,3,31.0,Yes,low,2.7,Dell,550,146,60-
8,3,1,25.0,Yes,average,2.6,Acer,915,137,60~80
9,2,13,27.0,Yes,average,3.3000000000000003,Leveno,355,108,60-
7,4,1,34.0,Yes,high,2.9000000000000004,Asus,990,140,60~80
6,3,0,25.0,No,average,3.4000000000000004,Apple,415,149,60~80
6,4,5,34.0,Yes,low,2.3000000000000003,Dell,385,139,60-
3,3,7,20.0,No,average,3.3000000000000003,HP,225,112,60-
7,6,11,34.0,Yes,average,3.9000000000000004,Asus,585,106,80+
5,2,12,30.0,Yes,average,4.0,HP,825,101,80+
3,6,1,26.0,Yes,high,3.7,Asus,295,132,80+
5,5,1,25.0,No,low,2.9000000000000004,Acer,395,123,60~80
4,5,3,21.0,Yes,low,4.3,Leveno,800,126,80+
9,3,0,21.0,Yes,average,4.3,HP,485,142,80+
6,6,7,24.0,No,average,4.3,Asus,705,140,80+
4,14,7,24.0,Yes,high,3.0,HP,395,103,60-
8,6,0,27.0,No,average,3.9000000000000004,Apple,555,131,80+
8,4,4,35.0,No,high,4.1000000000000005,Dell,145,125,80+
5,8,3,20.0,Yes,average,1.8,Asus,305,132,60~80
7,3,3,33.0,No,average,4.1000000000000005,Apple,600,119,80+
9,5,3,32.0,Yes,low,3.1,Dell,635,117,60~80
7,2,1,20.0,Yes,low,3.4000000000000004,Leveno,215,109,80+
8,4,8,33.0,Yes,low,4.0,Apple,320,120,80+
8,3,1,25.0,Yes,high,2.0,HP,105,138,80+
9,2,3,32.0,No,high,3.8000000000000003,Asus,325,112,80+
9,7,1,29.0,Yes,low,3.6,Leveno,720,110,80+
12,3,2,26.0,Yes,low,3.2,Leveno,450,166,80+
3,5,2,23.0,Yes,average,2.4000000000000004,Leveno,555,143,80+
7,4,9,21.0,Yes,average,3.4000000000000004,Asus,560,140,60-
7,2,3,26.0,Yes,low,1.9000000000000001,Dell,590,119,80+
6,6,11,20.0,No,high,4.2,HP,950,133,80+
10,5,0,27.0,No,high,1.9000000000000001,Apple,690,111,80+
8,6,2,28.0,No,high,3.9000000000000004,Leveno,195,119,80+
6,5,1,31.0,No,high,3.8000000000000003,Dell,615,139,80+
8,3,0,21.0,Yes,average,2.1,Dell,330,134,60-
7,14,9,32.0,Yes,low,2.4000000000000004,Asus,360,143,60-
7,7,13,23.0,No,average,2.3000000000000003,Apple,455,109,60~80
9,2,13,20.0,No,low,4.2,Asus,790,109,80+
4,5,12,21.0,Yes,high,2.9000000000000004,Dell,785,104,60-
3,3,11,28.0,Yes,high,4.0,Acer,810,124,80+
7,7,0,30.0,Yes,average,2.5,Apple,320,117,60~80
11,4,2,19.0,No,high,3.8000000000000003,Asus,830,124,80+
10,2,0,34.0,No,low,4.0,Apple,460,100,80+
4,2,9,29.0,Yes,low,3.9000000000000004,Apple,65,125,80+
8,2,2,32.0,No,high,3.6,Leveno,350,149,60~80
6,6,13,21.0,Yes,low,1.8,Apple,540,135,60-
8,2,3,23.0,Yes,average,3.9000000000000004,Dell,330,137,80+
5,4,2,30.0,No,average,2.7,Acer,325,118,80+
12,0,2,25.0,Yes,low,4.2,Dell,500,134,80+
5,2,2,29.0,No,high,1.9000000000000001,Dell,685,103,60~80
5,3,7,23.0,No,average,3.2,Dell,235,127,60-
8,7,1,34.0,Yes,high,2.4000000000000004,Asus,785,105,80+
7,7,0,34.0,No,low,1.8,HP,575,101,60-
11,4,8,31.0,Yes,high,3.7,Apple,0,125,80+
9,8,3,25.0,Yes,low,2.5,HP,0,156,80+
6,6,2,23.0,Yes,average,2.1,Apple,320,132,60~80
12,3,2,25.0,No,low,3.0,Leveno,485,106,80+
8,8,3,29.0,No,high,2.7,Dell,0,109,80+
6,6,2,30.0,No,low,3.4000000000000004,Leveno,500,103,60~80
4,2,9,27.0,Yes,high,2.6,Leveno,470,105,60-
7,3,1,35.0,No,low,2.6,Asus,990,115,60-
8,3,12,22.0,No,low,3.8000000000000003,HP,830,105,80+
7,10,10,32.0,No,average,1.8,Asus,990,112,60~80
5,4,0,33.0,No,low,1.8,HP,780,144,60-
3,8,0,27.0,Yes,low,4.2,Asus,640,149,80+
5,3,2,27.0,Yes,average,2.0,Acer,155,128,60-
4,5,0,33.0,No,average,3.4000000000000004,Apple,460,110,60-
7,4,2,27.0,Yes,low,3.3000000000000003,Acer,625,148,60~80
8,2,5,32.0,Yes,low,3.1,Apple,525,131,60-
7,4,2,26.0,No,low,2.5,Apple,990,144,80+
12,3,8,30.0,Yes,average,3.8000000000000003,HP,715,102,80+
12,3,0,22.0,No,average,3.4000000000000004,Leveno,515,172,80+
6,3,3,21.0,Yes,low,3.7,Dell,670,115,80+
6,4,8,35.0,No,average,3.6,HP,20,103,60-
6,7,5,22.0,Yes,average,4.3,Leveno,795,138,80+
5,8,12,22.0,No,high,2.8000000000000003,Dell,730,102,80+
6,2,4,34.0,No,low,2.9000000000000004,Leveno,600,107,60-
8,2,2,26.0,Yes,low,2.9000000000000004,Leveno,990,132,80+
3,3,3,21.0,No,high,4.3,Leveno,165,134,80+
6,2,3,21.0,Yes,average,3.2,Leveno,600,175,80+
10,8,0,28.0,No,high,3.6,HP,640,134,80+
4,3,7,26.0,Yes,average,3.7,HP,785,123,80+
5,7,0,20.0,Yes,high,3.3000000000000003,Dell,240,116,80+
6,8,4,31.0,No,low,3.4000000000000004,Dell,495,100,80+
9,7,1,29.0,No,high,3.1,Asus,960,114,80+
6,4,0,20.0,No,high,3.3000000000000003,Acer,880,135,60~80
11,3,7,19.0,No,average,4.1000000000000005,Leveno,55,125,80+
6,5,10,23.0,Yes,low,2.9000000000000004,Leveno,235,124,60-
7,3,9,35.0,No,high,2.1,Apple,95,147,80+
7,4,2,21.0,No,average,1.9000000000000001,Dell,380,124,60-
12,3,3,28.0,Yes,low,2.9000000000000004,Dell,940,130,60~80
